,CreatedDate,ClosedDate,Agency,ComplaintType,Descriptor,City
297716,2011-06-23 00:00:00,,HPD,NONCONST,SMOKE-DETECTOR,BROOKLYN
297717,2011-06-23 00:00:00,2011-07-18 00:00:00,HPD,NONCONST,SMOKE-DETECTOR,BROOKLYN
297718,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,NONCONST,SMOKE-DETECTOR,BRONX
297719,2011-06-22 19:00:29,2011-07-01 09:23:00,DOT,Street Condition,Pothole,BROOKLYN
297720,2011-06-22 19:00:35,2011-07-01 08:21:00,DOT,Street Condition,Pothole,BROOKLYN
297721,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,NONCONST,VERMIN,BRONX
297722,2011-06-23 00:00:00,2011-07-25 00:00:00,HPD,NONCONST,VERMIN,QUEENS VILLAGE
297723,2011-06-23 00:00:00,2011-07-10 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
297724,2011-06-23 00:00:00,2011-08-03 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
297725,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,NONCONST,VERMIN,BRONX
297726,2011-06-23 00:00:00,2011-07-01 00:00:00,HPD,NONCONST,VERMIN,BRONX
297727,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
297728,2011-06-23 00:00:00,2011-07-06 00:00:00,HPD,NONCONST,VERMIN,NEW YORK
297729,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
297730,2011-06-27 08:26:55,2011-06-27 10:14:06,DOF,DOF Parking - Payment Issue,Waive Penalty for Late Payment,
297731,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,NONCONST,VERMIN,BRONX
297732,2011-06-23 00:00:00,2011-07-22 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
297733,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
297734,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
297735,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,NONCONST,VERMIN,BRONX
297736,2011-06-23 09:51:48,2011-07-01 11:10:00,DOT,Street Condition,Pothole,BROOKLYN
297737,2011-06-23 10:42:55,2011-06-29 10:00:00,DOT,Street Condition,Pothole,BROOKLYN
297738,2011-06-23 11:13:06,2011-06-25 08:51:00,DOT,Street Condition,Pothole,BROOKLYN
297739,2011-06-23 12:53:24,2011-06-29 10:43:00,DOT,Street Condition,Pothole,BROOKLYN
297740,2011-06-23 13:38:57,2011-07-08 08:53:00,DOT,Street Condition,Pothole,BROOKLYN
297741,2011-06-23 13:49:19,2011-06-28 13:15:00,DOT,Street Condition,Pothole,BROOKLYN
297742,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,NONCONST,VERMIN,RIDGEWOOD
297743,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,NONCONST,VERMIN,FOREST HILLS
297744,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,NONCONST,VERMIN,BRONX
297745,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,NONCONST,VERMIN,BRONX
297746,2011-06-23 00:00:00,2011-07-06 00:00:00,HPD,NONCONST,VERMIN,BRONX
297747,2011-06-23 00:00:00,2011-07-02 00:00:00,HPD,NONCONST,VERMIN,OZONE PARK
297748,2011-06-23 00:00:00,2011-07-18 00:00:00,HPD,NONCONST,VERMIN,BRONX
297749,2011-06-23 00:00:00,2011-07-01 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
297750,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,NONCONST,VERMIN,STATEN ISLAND
297751,2011-06-23 03:31:13,2011-06-25 14:35:00,DOT,Street Condition,Pothole,NEW YORK
297752,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
297753,2011-06-23 00:00:00,2011-07-10 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
297754,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,NONCONST,VERMIN,FLUSHING
297755,2011-06-23 00:00:00,2011-07-22 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
297756,2011-06-23 00:00:00,2011-07-01 00:00:00,HPD,NONCONST,VERMIN,BRONX
297757,2011-06-23 00:00:00,2011-07-22 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
297758,2011-06-22 17:37:52,2011-06-23 19:40:00,DOT,Street Condition,Pothole,NEW YORK
297759,2011-06-22 18:16:11,2011-06-28 02:10:00,DOT,Street Condition,Pothole,NEW YORK
297760,2011-06-22 19:00:23,2011-06-24 01:34:00,DOT,Street Condition,Pothole,NEW YORK
297761,2011-06-22 20:12:53,2011-06-24 23:12:00,DOT,Street Condition,Pothole,NEW YORK
297762,2011-06-23 00:00:00,,HPD,NONCONST,VERMIN,NEW YORK
297763,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
297764,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,NONCONST,VERMIN,NEW YORK
297765,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,NONCONST,VERMIN,BRONX
297766,2011-06-23 00:00:00,2011-07-18 00:00:00,HPD,PAINT - PLASTER,CEILING,BROOKLYN
297767,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,PAINT - PLASTER,CEILING,BROOKLYN
297768,2011-06-23 00:00:00,,HPD,PLUMBING,BATHTUB,NEW YORK
297769,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,PLUMBING,BATHTUB,BRONX
297770,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,PLUMBING,BATHTUB,BROOKLYN
297771,2011-06-23 00:00:00,2011-07-02 00:00:00,HPD,PAINT - PLASTER,CEILING,BRONX
297772,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,PLUMBING,BATHTUB,BROOKLYN
297773,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,PLUMBING,BATHTUB,BROOKLYN
297774,2011-06-23 00:00:00,2011-07-08 00:00:00,HPD,PLUMBING,SEWER,BRONX
297775,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,PAINT - PLASTER,CEILING,BROOKLYN
297776,2011-06-23 00:00:00,2011-07-19 00:00:00,HPD,PAINT - PLASTER,CEILING,BRONX
297777,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,PAINT - PLASTER,CEILING,BRONX
297778,2011-06-23 00:00:00,2011-07-19 00:00:00,HPD,PAINT - PLASTER,CEILING,BROOKLYN
297779,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,PAINT - PLASTER,CEILING,BRONX
297780,2011-06-23 00:00:00,2011-07-01 00:00:00,HPD,PAINT - PLASTER,CEILING,BRONX
297781,2011-06-23 00:00:00,,HPD,HEATING,HEAT,BROOKLYN
297782,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,PAINT - PLASTER,CEILING,BROOKLYN
297783,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,PAINT - PLASTER,CEILING,BRONX
297784,2011-06-23 00:00:00,2011-07-22 00:00:00,HPD,PLUMBING,WATER-LEAKS,BROOKLYN
297785,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,PLUMBING,WATER-LEAKS,FLUSHING
297786,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,PLUMBING,WATER-SUPPLY,NEW YORK
297787,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,GENERAL CONSTRUCTION,CERAMIC-TILE,NEW YORK
297788,2011-06-23 00:00:00,,HPD,GENERAL CONSTRUCTION,CERAMIC-TILE,BRONX
297789,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,BROOKLYN
297790,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,NEW YORK
297791,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,NEW YORK
297792,2011-06-23 00:00:00,2011-08-03 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,BROOKLYN
297793,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,GENERAL CONSTRUCTION,CERAMIC-TILE,FOREST HILLS
297794,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,GENERAL CONSTRUCTION,DOORS,BRONX
297795,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,GENERAL CONSTRUCTION,DOORS,BROOKLYN
297796,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,GENERAL CONSTRUCTION,FIRE-ESCAPE,BRONX
297797,2011-06-23 00:00:00,2011-07-02 00:00:00,HPD,CONSTRUCTION,ROOF,WOODHAVEN
297798,2011-06-23 00:00:00,2011-06-24 00:00:00,HPD,HEATING,HEAT,BROOKLYN
297799,2011-06-23 00:00:00,2011-06-24 00:00:00,HPD,HEATING,HEAT,BROOKLYN
297800,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,HEATING,HEAT,BRONX
297801,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,HEATING,HEAT,NEW YORK
297802,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,HEATING,HEAT,BRONX
297803,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,HEATING,HEAT,BRONX
297804,2011-06-23 00:00:00,2011-06-23 00:00:00,HPD,HEATING,HEAT,NEW YORK
297805,2011-06-23 00:00:00,2011-06-25 00:00:00,HPD,HEATING,HEAT,BROOKLYN
297806,2011-06-23 00:00:00,2011-06-25 00:00:00,HPD,HEATING,HEAT,NEW YORK
297807,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,HEATING,HEAT,BRONX
297808,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,BRONX
297809,2011-06-23 06:15:48,2011-06-29 11:00:00,DOT,Street Condition,Pothole,FLUSHING
297810,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,BRONX
297811,2011-06-23 00:00:00,2011-08-03 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,BROOKLYN
297812,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,NEW YORK
297813,2011-06-22 17:20:42,2011-06-23 18:11:00,DOT,Street Condition,Pothole,CORONA
297814,2011-06-22 18:16:08,2011-06-29 11:20:00,DOT,Street Condition,Pothole,KEW GARDENS
297815,2011-06-22 18:20:28,2011-06-29 11:15:00,DOT,Street Condition,Pothole,KEW GARDENS
297816,2011-06-22 18:21:27,2011-06-29 11:17:00,DOT,Street Condition,Pothole,KEW GARDENS
297817,2011-06-19 19:16:01,2011-06-20 18:00:00,DOT,Street Condition,Pothole,LONG ISLAND CITY
297818,2011-06-19 20:05:55,2011-06-20 21:55:00,DOT,Street Condition,Pothole,ASTORIA
297819,2011-06-19 20:07:00,2011-06-20 21:25:00,DOT,Street Condition,Pothole,LONG ISLAND CITY
297820,2011-06-22 21:09:04,2011-06-30 09:10:00,DOT,Street Condition,Pothole,OZONE PARK
297821,2011-06-23 19:01:15,2011-06-23 10:09:43,DOT,Street Condition,Pothole,SPRINGFIELD GARDENS
297822,2011-06-23 11:18:42,2011-06-23 17:50:00,DOT,Street Condition,Pothole,CORONA
297823,2011-06-23 11:33:17,2011-06-29 12:44:00,DOT,Street Condition,Pothole,FLUSHING
297824,2011-06-23 11:33:36,,DOT,Street Condition,Wear & Tear,HOWARD BEACH
297825,2011-06-23 07:45:47,2011-06-23 11:47:56,DOT,Street Condition,Pothole,QUEENS VILLAGE
297826,2011-06-23 11:46:56,2011-06-29 12:54:00,DOT,Street Condition,Pothole,OZONE PARK
297827,2011-06-23 11:49:47,2011-06-29 09:24:00,DOT,Street Condition,Pothole,COLLEGE POINT
297828,2011-06-23 12:19:38,2011-06-28 10:25:00,DOT,Street Condition,Pothole,JAMAICA
297829,2011-06-23 12:25:06,2011-06-28 11:15:00,DOT,Street Condition,Pothole,ASTORIA
297830,2011-06-23 12:32:49,2011-06-30 09:05:00,DOT,Street Condition,Pothole,RICHMOND HILL
297831,2011-06-23 12:41:51,2011-06-28 23:10:00,DOT,Street Condition,Pothole,OAKLAND GARDENS
297832,2011-06-23 16:33:37,2011-06-23 13:14:47,DOT,Street Condition,Pothole,SPRINGFIELD GARDENS
297833,2011-06-23 14:26:45,2011-06-29 08:53:00,DOT,Street Condition,Pothole,NEW HYDE PARK
297834,2011-06-23 14:54:25,,DOT,Street Condition,Depression Maintenance,RIDGEWOOD
297835,2011-06-23 00:00:00,2011-07-30 00:00:00,HPD,GENERAL CONSTRUCTION,GAS,ROSEDALE
297836,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,GENERAL CONSTRUCTION,GAS,BROOKLYN
297837,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BRONX
297838,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BRONX
297839,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BRONX
297840,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BROOKLYN
297841,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,ASTORIA
297842,2011-06-23 00:00:00,2011-07-02 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BRONX
297843,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BROOKLYN
297844,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BROOKLYN
297845,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,NEW YORK
297846,2011-06-23 15:31:28,2011-07-01 11:03:00,DOT,Street Condition,Pothole,BAYSIDE
297847,2011-06-23 15:58:45,,DOT,Street Condition,Wear & Tear,ELMHURST
297848,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,GENERAL CONSTRUCTION,WINDOWS,BROOKLYN
297849,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,NONCONST,JANITOR-SUPER,NEW YORK
297850,2011-06-23 00:00:00,,HPD,NONCONST,JANITOR-SUPER,NEW YORK
297851,2011-06-23 00:00:00,2011-07-22 00:00:00,HPD,NONCONST,RUBBISH,BROOKLYN
297852,2011-06-23 00:00:00,2011-07-03 00:00:00,HPD,NONCONST,RUBBISH,NEW YORK
297853,2011-06-23 00:00:00,2011-07-21 00:00:00,HPD,NONCONST,RUBBISH,BROOKLYN
297854,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,NONCONST,RUBBISH,BROOKLYN
297855,2011-06-23 00:00:00,2011-07-05 00:00:00,HPD,NONCONST,RUBBISH,BROOKLYN
297856,2011-06-23 00:00:00,2011-07-21 00:00:00,HPD,PLUMBING,BASIN/SINK,NEW YORK
297857,2011-06-23 00:00:00,2011-08-11 00:00:00,HPD,PLUMBING,WATER-LEAKS,MASPETH
297858,2011-06-23 00:00:00,2011-07-13 00:00:00,HPD,PLUMBING,WATER-LEAKS,NEW YORK
297859,2011-06-23 00:00:00,2011-07-01 00:00:00,HPD,PLUMBING,WATER-LEAKS,BRONX
297860,2011-06-23 00:00:00,2011-07-08 00:00:00,HPD,PLUMBING,WATER-LEAKS,BROOKLYN
297861,2011-06-23 15:00:00,2011-06-23 15:00:00,DOT,Street Light Condition,Street Light Out,
297862,2011-06-23 00:00:00,2011-07-22 00:00:00,HPD,PLUMBING,WATER-LEAKS,BROOKLYN
297863,2011-06-23 00:00:00,2011-07-05 00:00:00,HPD,APPLIANCE,REFRIGERATOR,NEW YORK
297864,2011-06-23 00:00:00,2011-07-12 00:00:00,HPD,APPLIANCE,REFRIGERATOR,STATEN ISLAND
297865,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,ELECTRIC,BELL-BUZZER/INTERCOM,BROOKLYN
297866,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,ELECTRIC,BELL-BUZZER/INTERCOM,BRONX
297867,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,PLUMBING,WATER-LEAKS,BROOKLYN
297868,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,PLUMBING,WATER-LEAKS,NEW YORK
297869,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,PLUMBING,WATER-LEAKS,BRONX
297870,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PLUMBING,WATER-LEAKS,BROOKLYN
297871,2011-06-23 15:08:00,2011-06-23 15:08:00,DOT,Street Light Condition,Street Light Lamp Dim,
297872,2011-06-23 00:00:00,2011-07-06 00:00:00,HPD,PAINT - PLASTER,WALLS,CORONA
297873,2011-06-23 00:00:00,2011-07-02 00:00:00,HPD,PAINT - PLASTER,WALLS,BRONX
297874,2011-06-23 00:00:00,2011-07-08 00:00:00,HPD,PAINT - PLASTER,WINDOW/FRAME,BROOKLYN
297875,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PAINT - PLASTER,WINDOW/FRAME,BROOKLYN
297876,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PLUMBING,BASIN/SINK,BROOKLYN
297877,2011-06-23 00:00:00,2011-07-18 00:00:00,HPD,PLUMBING,BASIN/SINK,BROOKLYN
297878,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,PLUMBING,BASIN/SINK,BROOKLYN
297879,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PLUMBING,BASIN/SINK,WOODSIDE
297880,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,PLUMBING,BASIN/SINK,BROOKLYN
297881,2011-06-27 08:59:08,2011-06-28 09:01:04,DOF,DOF Parking - Request Copy,Decision and Order,
297882,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,GENERAL CONSTRUCTION,DOORS,ASTORIA
297883,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,GENERAL CONSTRUCTION,DOORS,ASTORIA
297884,2011-06-23 00:00:00,,HPD,GENERAL CONSTRUCTION,FLOOR,BRONX
297885,2011-06-23 00:00:00,2011-08-03 00:00:00,HPD,ELECTRIC,ELECTRIC-SUPPLY,BROOKLYN
297886,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,ELECTRIC,ELECTRIC-SUPPLY,SAINT ALBANS
297887,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,ELECTRIC,ELECTRIC-SUPPLY,BROOKLYN
297888,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,ELECTRIC,ELECTRIC-SUPPLY,BRONX
297889,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,ELECTRIC,ELECTRIC-SUPPLY,NEW YORK
297890,2011-06-23 00:00:00,2011-07-09 00:00:00,HPD,ELECTRIC,ELECTRIC-SUPPLY,BROOKLYN
297891,2011-06-23 15:09:00,2011-06-23 15:09:00,DOT,Street Light Condition,Street Light Cycling,
297892,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,GENERAL CONSTRUCTION,GAS,STATEN ISLAND
297893,2011-06-23 00:00:00,2011-07-06 00:00:00,HPD,GENERAL CONSTRUCTION,GAS,BROOKLYN
297894,2011-06-23 00:00:00,2011-07-02 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BRONX
297895,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BRONX
297896,2011-06-23 00:00:00,2011-08-03 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BROOKLYN
297897,2011-06-23 00:00:00,2011-07-03 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BRONX
297898,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BROOKLYN
297899,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BROOKLYN
297900,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BROOKLYN
297901,2011-06-23 15:10:00,2011-06-23 15:10:00,DOT,Street Light Condition,Glassware Missing,
297902,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BROOKLYN
297903,2011-06-23 00:00:00,2011-07-09 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BROOKLYN
297904,2011-06-23 00:00:00,2011-07-06 00:00:00,HPD,GENERAL CONSTRUCTION,MOLD,BRONX
297905,2011-06-23 00:00:00,,HPD,GENERAL CONSTRUCTION,MOLD,NEW YORK
297906,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,ELECTRIC,ELECTRIC-WIRING,NEW YORK
297907,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,ELECTRIC,ELECTRIC-WIRING,BROOKLYN
297908,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,ELECTRIC,LIGHTING,BROOKLYN
297909,2011-06-23 00:00:00,2011-07-01 00:00:00,HPD,PLUMBING,WATER-LEAKS,BRONX
297910,2011-06-23 00:00:00,2011-07-01 00:00:00,HPD,PLUMBING,WATER-LEAKS,BRONX
297911,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,PLUMBING,WATER-SUPPLY,NEW YORK
297912,2011-06-23 00:00:00,2011-07-25 00:00:00,HPD,PLUMBING,WATER-SUPPLY,FLUSHING
297913,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,PLUMBING,WATER-SUPPLY,BRONX
297914,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,PLUMBING,WATER-SUPPLY,BROOKLYN
297915,2011-06-23 00:00:00,2011-07-01 00:00:00,HPD,NONCONST,CARBON MONOXIDE,BRONX
297916,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,NONCONST,CARBON MONOXIDE,BROOKLYN
297917,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,NONCONST,RUBBISH,BROOKLYN
297918,2011-06-23 00:00:00,2011-07-03 00:00:00,HPD,NONCONST,RUBBISH,NEW YORK
297919,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,NONCONST,RUBBISH,BROOKLYN
297920,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,NONCONST,SMOKE-DETECTOR,BROOKLYN
297921,2011-06-23 15:10:00,2011-06-22 00:20:00,DOT,Street Light Condition,Street Light Out,
297922,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,ELECTRIC,BELL-BUZZER/INTERCOM,BRONX
297923,2011-06-23 00:00:00,2011-06-25 00:00:00,HPD,ELECTRIC,ELECTRIC-SUPPLY,BROOKLYN
297924,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,PLUMBING,BASIN/SINK,BROOKLYN
297925,2011-06-23 00:00:00,2011-07-09 00:00:00,HPD,PLUMBING,BASIN/SINK,BROOKLYN
297926,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,PLUMBING,WATER-LEAKS,BROOKLYN
297927,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,PLUMBING,WATER-LEAKS,NEW YORK
297928,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,PLUMBING,WATER-LEAKS,BROOKLYN
297929,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,PLUMBING,WATER-LEAKS,BROOKLYN
297930,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,PLUMBING,WATER-LEAKS,BROOKLYN
297931,2011-06-27 10:37:57,2011-06-27 14:13:42,DOF,DOF Property - Request Copy,Copy of Account Information,BROOKLYN
297932,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,PLUMBING,WATER-LEAKS,BRONX
297933,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,NONCONST,SMOKE-DETECTOR,BRONX
297934,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,NONCONST,SMOKE-DETECTOR,BRONX
297935,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,NONCONST,SMOKE-DETECTOR,BROOKLYN
297936,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,PAINT - PLASTER,CEILING,BRONX
297937,2011-06-23 00:00:00,,HPD,PAINT - PLASTER,DOORS/FRAME,BRONX
297938,2011-06-23 00:00:00,2011-07-09 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
297939,2011-06-23 00:00:00,2011-07-09 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
297940,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,PAINT - PLASTER,WALLS,BRONX
297941,2011-06-23 15:12:00,2011-06-22 00:35:00,DOT,Street Light Condition,Lamppost Base Door/Cover Open,
297942,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,PAINT - PLASTER,WALLS,BRONX
297943,2011-06-23 00:00:00,2011-06-28 00:00:00,HPD,PAINT - PLASTER,WALLS,BROOKLYN
297944,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,PAINT - PLASTER,WALLS,BRONX
297945,2011-06-23 00:00:00,2011-07-15 00:00:00,HPD,PAINT - PLASTER,WALLS,NEW YORK
297946,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,PAINT - PLASTER,WALLS,BRONX
297947,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,PLUMBING,BASIN/SINK,BRONX
297948,2011-06-23 00:00:00,2011-07-06 00:00:00,HPD,PLUMBING,BASIN/SINK,BROOKLYN
297949,2011-06-23 00:00:00,2011-08-03 00:00:00,HPD,GENERAL CONSTRUCTION,FLOOR,BROOKLYN
297950,2011-06-23 00:00:00,,HPD,GENERAL CONSTRUCTION,WINDOWS,BRONX
297951,2011-06-23 15:12:00,2011-06-22 02:05:00,DOT,Street Light Condition,Street Light Out,
297952,2011-06-23 00:00:00,2011-07-06 00:00:00,HPD,PLUMBING,BASIN/SINK,BROOKLYN
297953,2011-06-23 00:00:00,2011-07-05 00:00:00,HPD,PLUMBING,TOILET,BROOKLYN
297954,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,NONCONST,VERMIN,NEW YORK
297955,2011-06-23 00:00:00,2011-07-11 00:00:00,HPD,NONCONST,VERMIN,BRONX
297956,2011-06-23 00:00:00,2011-07-06 00:00:00,HPD,NONCONST,VERMIN,BRONX
297957,2011-06-23 00:00:00,2011-07-08 00:00:00,HPD,NONCONST,VERMIN,JAMAICA
297958,2011-06-23 00:00:00,2011-06-27 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
297959,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,NONCONST,VERMIN,BRONX
297960,2011-06-23 00:00:00,2011-07-18 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
297961,2011-06-23 15:13:00,2011-06-22 02:05:00,DOT,Street Light Condition,Street Light Out,
297962,2011-06-23 00:00:00,2011-07-02 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
297963,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,NONCONST,VERMIN,NEW YORK
297964,2011-06-23 00:00:00,2011-06-29 00:00:00,HPD,NONCONST,VERMIN,BRONX
297965,2011-06-23 00:00:00,2011-07-01 00:00:00,HPD,NONCONST,VERMIN,BRONX
297966,2011-06-23 00:00:00,2011-07-02 00:00:00,HPD,NONCONST,VERMIN,NEW YORK
297967,2011-06-23 00:00:00,2011-07-07 00:00:00,HPD,NONCONST,VERMIN,BROOKLYN
297968,2011-06-23 00:00:00,2011-06-26 00:00:00,HPD,PLUMBING,TOILET,BROOKLYN
