,Citation Number,Date Issued,Time Issued,Location,District,Cited Person Sex,Cited Person Race,Cited Person Age,Offense Code,Offense Description,Officer Age,Officer Sex,Officer Race,Quarter,Year
691,    C6033,2017-08-13 00:00:00,17:58:00,4400 S OLD STATE ROAD 37,LMS16,M,L,27,9-24-19-1,DRIVING WHILE SUSPENDED,45,M,W,3,2017
692,    C6073,2017-08-13 00:00:00,17:48:00,S OLD STATE ROAD 37 & S FAIRFAX RD,LMS16,M,B,36,9-21-5-2(1),EXCEEDING URBAN SPEED LIMIT,29,M,W,3,2017
693,    C6072,2017-08-13 00:00:00,08:55:00,W 3RD ST & S JOHNSON AVE,LB404,F,W,21,9-21-5-2(1),EXCEEDING URBAN SPEED LIMIT,40,F,W,3,2017
694,    C6073,2017-08-13 00:00:00,17:48:00,S OLD STATE ROAD 37 & S FAIRFAX RD,LMS16,M,B,36,9-19-10-2,FRONT SEAT PASSENGER RESTRAINT,29,M,W,3,2017
695,    C6071,2017-08-13 00:00:00,17:08:00,N WALNUT ST & E 17TH ST,LB519,M,L,34,9-21-5-2,SPEED MAXIMUM,25,M,B,3,2017
696,    C6061,2017-08-13 00:00:00,20:40:00,2500 N STATE ROAD 37,LB514,M,W,30,9-21-5-2,SPEED MAXIMUM,34,M,W,3,2017
697,    C6064,2017-08-13 00:00:00,20:20:00,2400 N STATE ROAD 37,LB514,F,W,27,9-21-5-2,SPEED MAXIMUM,34,M,W,3,2017
698,    C6047,2017-08-14 00:00:00,20:11:00,S WALNUT STREET PIKE & S HENDERSON ST,LB329,M,B,19,9-24-19-1,DRIVING WHILE SUSPENDED,39,M,W,3,2017
699,    C6035,2017-08-14 00:00:00,13:42:00,2500 W 3RD ST; COZY TABLE RESTAURANT,LB523,F,W,43,9-24-19-1,DRIVING WHILE SUSPENDED,47,M,W,3,2017
700,    C6065,2017-08-14 00:00:00,10:37:00,S CLARIZZ BLVD & E COVENANTER DR,LB310,F,A,21,9-24-19-1,DRIVING WHILE SUSPENDED,45,M,W,3,2017
701,    C6046,2017-08-14 00:00:00,01:36:00,W BLOOMFIELD RD & S LANDMARK AVE,LB406,M,U,41,9-18-2-27,FALSE REGISTRATION,36,M,W,3,2017
702,    C6045,2017-08-15 00:00:00,15:13:00,W 3RD ST & S GATES DR,LB403,M,W,52,9-18-2-7,EXPIRED LICENSE PLATES,23,M,B,3,2017
703,    C6044,2017-08-15 00:00:00,18:30:00,W 3RD ST & S KIMBLE DR,LB523,M,W,56,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,23,M,B,3,2017
704,    C6068,2017-08-16 00:00:00,13:10:00,101 W 2ND ST; SEMINARY PARK,LB410,M,B,60,14.36.090,CONSUMPTION OF ALCOHOL IN PUBLIC,37,M,W,3,2017
705,    C6069,2017-08-16 00:00:00,13:10:00,101 W 2ND ST; SEMINARY PARK,LB410,M,B,56,14.36.090,CONSUMPTION OF ALCOHOL IN PUBLIC,37,M,W,3,2017
706,    C6056,2017-08-16 00:00:00,09:10:00,1500 N COLLEGE AVE; MILLER SHOWERS PARK,LB512,M,W,44,14.36.090,CONSUMPTION OF ALCOHOL IN PUBLIC,37,M,W,3,2017
707,    C6043,2017-08-16 00:00:00,03:16:00,S STATE ROAD 37 & W 3RD ST,LB524,M,U,21,9-21-5-6,EXCEEDING POSTED SPEED LIMIT,38,M,W,3,2017
708,    C6067,2017-08-16 00:00:00,23:03:00,817 N WASHINGTON ST,LB213,M,W,20,14.09.030,NOISE VIOLATION,25,M,W,3,2017
709,    C6041,2017-08-16 00:00:00,01:11:00,W 3RD ST & S MULLER PKWY,LB522,M,U,20,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,37,M,W,3,2017
710,    C6074,2017-08-17 00:00:00,02:32:00,W BLOOMFIELD RD & S STATE ROAD 37,LB417,F,W,19,9-21-3-7,DISREGARDING AUTOMATIC SIGNAL,36,M,W,3,2017
711,    C6100,2017-08-17 00:00:00,23:50:00,407 N DUNN ST,LB102,M,W,23,14.09.030,NOISE VIOLATION,32,M,W,3,2017
712,    C6085,2017-08-17 00:00:00,23:47:00,1325 N LINCOLN ST,LB212,M,W,20,14.09.030,NOISE VIOLATION,29,M,W,3,2017
713,    C6082,2017-08-17 00:00:00,23:28:00,301 E 12TH ST,LB213,M,W,21,14.09.030,NOISE VIOLATION,29,M,W,3,2017
714,    C6080,2017-08-17 00:00:00,20:47:00,W 11TH ST & N ROGERS ST,LB518,M,U,117,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,25,M,W,3,2017
715,    C6096,2017-08-18 00:00:00,06:40:00,W 3RD ST & S LIBERTY DR,LB403,M,W,65,9-18-2-7,EXPIRED LICENSE PLATES,31,M,W,3,2017
716,    C6099,2017-08-18 00:00:00,23:07:00,424 S FESS AVE,LB302,M,B,20,14.09.030,NOISE VIOLATION,29,M,W,3,2017
717,    C6084,2017-08-18 00:00:00,01:00:00,515 E 14TH ST,LB214,U,U,117,14.09.030,NOISE VIOLATION,29,M,W,3,2017
718,    C6081,2017-08-18 00:00:00,00:55:00,515 E 14TH ST; APT A,LB214,M,W,21,14.09.030,NOISE VIOLATION,29,M,W,3,2017
719,    C6086,2017-08-18 00:00:00,00:55:00,515 E 14TH ST; APT B,LB214,M,W,21,14.09.030,NOISE VIOLATION,29,M,W,3,2017
720,    C6105,2017-08-19 00:00:00,16:30:00,W DODDS ST & S ROGERS ST,LB412,F,W,27,9-21-8-32,DISREGARDING STOP SIGN,23,F,W,3,2017
721,    C6103,2017-08-19 00:00:00,23:44:00,S WALNUT STREET PIKE & E ALLENDALE DR,LB328,M,W,28,9-21-8-32,DISREGARDING STOP SIGN,39,M,W,3,2017
722,    C6108,2017-08-19 00:00:00,18:53:00,N INDIANA AVE & E 8TH ST,LB102,F,W,20,9-21-8-32,DISREGARDING STOP SIGN,25,M,B,3,2017
723,    C6095,2017-08-19 00:00:00,02:32:00,1200 W 12TH ST,LB517,M,W,22,9-24-19-1,DRIVING WHILE SUSPENDED,31,M,B,3,2017
724,    C6107,2017-08-19 00:00:00,01:18:00,327 E BROWNSTONE DR,LB213,M,W,18,14.09.030,NOISE VIOLATION,32,M,W,3,2017
725,    C6098,2017-08-19 00:00:00,01:00:00,1586 S IRA ST,LB318,M,U,23,14.09.030,NOISE VIOLATION,29,M,W,3,2017
726,    C6097,2017-08-19 00:00:00,00:20:00,534 S LINCOLN ST,LB301,M,W,21,14.09.030,NOISE VIOLATION,29,M,W,3,2017
727,    C6106,2017-08-20 00:00:00,16:51:00,S COLLEGE & DODDS,LB411,F,L,24,9-18-2-7,EXPIRED LICENSE PLATES,23,M,B,3,2017
728,    C6110,2017-08-21 00:00:00,22:15:00,1919 N COLLEGE AVE; STEAK N SHAKE NORTH,LB512,M,W,23,9-24-19-1,DRIVING WHILE SUSPENDED,37,M,W,3,2017
729,    C6109,2017-08-22 00:00:00,00:25:00,321 N WASHINGTON ST,LB102,M,W,21,14.09.030,NOISE VIOLATION,43,M,W,3,2017
730,    C6112,2017-08-22 00:00:00,14:34:00,3709 W 3RD ST,LB403,F,W,31,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,29,M,W,3,2017
731,    C6118,2017-08-23 00:00:00,18:10:00,E 10TH ST & N WASHINGTON ST,LB213,F,L,33,9-24-19-1,DRIVING WHILE SUSPENDED,30,F,W,3,2017
732,    C6121,2017-08-23 00:00:00,15:05:00,N MADISON ST & W 15TH ST,LB518,M,W,24,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,W,3,2017
733,    C6124,2017-08-23 00:00:00,18:18:00,N ROGERS ST & W 6TH ST,LB101,F,B,22,9-24-19-1,DRIVING WHILE SUSPENDED,24,M,W,3,2017
734,    C6122,2017-08-23 00:00:00,23:03:00,BS W 3RD ST\S LANDMARK AVE S,LB406,F,W,33,9-18-2-27,FALSE REGISTRATION,36,M,W,3,2017
735,    C6117,2017-08-23 00:00:00,18:10:00,E 10TH ST & N WASHINGTON ST,LB213,F,L,33,9-18-2-27,FALSE REGISTRATION,30,F,W,3,2017
736,    C6119,2017-08-24 00:00:00,00:28:00,W 3RD ST & S MULLER PKWY,LB522,M,W,36,9-24-19-1,DRIVING WHILE SUSPENDED,36,M,W,3,2017
737,    C6123,2017-08-24 00:00:00,12:55:00,S WALNUT STREET PIKE & S HENDERSON ST,LB329,M,A,25,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,39,M,W,3,2017
738,    C6127,2017-08-24 00:00:00,09:59:00,W STATE ROAD 45 46 BYPASS & N KINSER PIKE,LB511,M,W,53,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,39,M,W,3,2017
739,    C6145,2017-08-24 00:00:00,23:56:00,W STATE ROAD 46 & N CURRY PIKE,LMN12,M,W,33,9-21-5-2,SPEED MAXIMUM,36,M,W,3,2017
740,    C6120,2017-08-24 00:00:00,00:28:00,W 3RD ST & S MULLER PKWY,LB522,M,W,36,9-21-8-21,TURNING AT INTERSECTIONS,36,M,W,3,2017
741,    C6159,2017-08-25 00:00:00,22:36:00,N ROGERS ST & W 6TH ST,LB101,F,W,61,9-19-11-2,CHILD RESTRAINT UNDER 3 YEARS,36,M,W,3,2017
742,    C6169,2017-08-25 00:00:00,15:27:00,S WASHINGTON ST & E 4TH ST,LB104,M,U,69,9-21-8-32,DISREGARDING STOP SIGN,24,M,W,3,2017
743,    C6158,2017-08-25 00:00:00,22:28:00,S FRANKLIN RD & W 3RD ST,LB404,M,W,26,9-24-19-1,DRIVING WHILE SUSPENDED,37,M,W,3,2017
744,    C6146,2017-08-25 00:00:00,01:19:00,S HIGH ST & E 2ND ST,LB304,M,W,36,9-24-19-1,DRIVING WHILE SUSPENDED,25,M,W,3,2017
745,    C6156,2017-08-25 00:00:00,17:44:00,W 3RD ST & S YANCY LN,LB523,F,W,39,9-24-19-1,DRIVING WHILE SUSPENDED,23,M,B,3,2017
746,    C6146,2017-08-25 00:00:00,01:19:00,S HIGH ST & E 2ND ST,LB304,M,W,36,9-21-7-2,LIGHTS; TIME FOR DISPLAY; EXCEPTION,25,M,W,3,2017
747,    C6161,2017-08-25 00:00:00,22:50:00,211 E 15TH ST,LB213,M,W,21,14.09.030,NOISE VIOLATION,27,M,W,3,2017
748,    C6176,2017-08-25 00:00:00,00:05:00,1000 E ATWATER AVE,LB302,M,W,20,14.09.030,NOISE VIOLATION,32,M,A,3,2017
749,    C6143,2017-08-25 00:00:00,00:21:00,201 W 17TH ST; CIRCLE K GAS 17TH AND COLLEGE,LB519,M,W,23,7.1-5-12-4,SMOKING PROHIBITED; EMPLOYMENT OR PUBLIC,31,M,B,3,2017
750,    C6144,2017-08-25 00:00:00,00:45:00,S DUNN ST & E KIRKWOOD AVE,LB102,M,W,20,9-21-8-9,WRONG WAY ON ONE WAY,25,M,W,3,2017
751,    C6155,2017-08-26 00:00:00,22:17:00,S WALNUT STREET PIKE & S HENDERSON ST,LB329,M,W,16,9-21-8-32,DISREGARDING STOP SIGN,25,M,W,3,2017
752,    C6171,2017-08-26 00:00:00,21:57:00,S FESS AVE & E ATWATER AVE,LIU14,M,B,19,9-24-19-1,DRIVING WHILE SUSPENDED,32,M,W,3,2017
753,    C6168,2017-08-26 00:00:00,00:28:00,417 S WALNUT ST; APT 444,LB104,M,U,20,14.09.030,NOISE VIOLATION,27,M,W,3,2017
754,    C6164,2017-08-26 00:00:00,23:18:00,428 E SOUTHERN DR,LB315,M,W,44,14.09.030,NOISE VIOLATION,26,M,W,3,2017
755,    C6166,2017-08-26 00:00:00,22:58:00,612 S MITCHELL ST,LB303,F,W,22,14.09.030,NOISE VIOLATION,26,M,W,3,2017
756,    C6163,2017-08-26 00:00:00,22:13:00,432 E SOUTHERN DR,LB315,M,W,23,14.09.030,NOISE VIOLATION,26,M,W,3,2017
757,    C6154,2017-08-27 00:00:00,16:08:00,S WALNUT ST & W COUNTRY CLUB DR,LB422,M,W,27,9-18-2-27,FALSE REGISTRATION,25,M,W,3,2017
758,    C6162,2017-08-27 00:00:00,13:40:00,414 S RONSON ST; APT 37101,LB406,M,B,20,14.09.030,NOISE VIOLATION,26,M,W,3,2017
759,    C6160,2017-08-27 00:00:00,02:05:00,420 S WOODLAWN AVE,LB302,F,W,20,14.09.030,NOISE VIOLATION,26,M,W,3,2017
760,    C6165,2017-08-27 00:00:00,00:05:00,106 S BRYAN AVE,LB222,M,W,21,14.09.030,NOISE VIOLATION,26,M,W,3,2017
761,    C6167,2017-08-27 00:00:00,23:56:00,1401 N LINCOLN ST,LB212,M,W,19,14.09.030,NOISE VIOLATION,32,F,W,3,2017
762,    C6152,2017-08-27 00:00:00,16:00:00,S COLLEGE AVE & W 4TH ST,LB103,F,W,22,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,25,M,B,3,2017
763,    C6173,2017-08-28 00:00:00,23:21:00,S HENDERSON ST & E WINSLOW RD,LB326,F,W,59,9-21-8-32,DISREGARDING STOP SIGN,39,M,W,3,2017
764,    C6157,2017-08-28 00:00:00,22:31:00,S FRANKLIN RD & W 3RD ST,LB404,M,W,26,9-18-2-7,EXPIRED LICENSE PLATES,37,M,W,3,2017
765,    C6153,2017-08-28 00:00:00,02:18:00,E 17TH ST & N STATE ROAD 45 46 BYPASS,LIU05,M,L,22,9-21-5-2,SPEED MAXIMUM,32,F,W,3,2017
766,    C6172,2017-08-28 00:00:00,23:21:00,S HENDERSON ST & E WINSLOW RD,LB326,F,W,59,Unknown,Unknown,39,M,W,3,2017
767,    C6177,2017-08-29 00:00:00,12:20:00,W BLOOMFIELD RD & S OAKDALE DR,LB417,M,W,63,9-21-5-2,SPEED MAXIMUM,47,M,W,3,2017
768,    C6174,2017-08-30 00:00:00,23:09:00,W STATE ROAD 45 & S CURRY PIKE,LB427,F,W,39,9-18-2-27,FALSE REGISTRATION,36,M,W,3,2017
769,    C6194,2017-08-31 00:00:00,16:20:00,S EASTSIDE DR & E 2ND ST,LB303,F,W,63,9-18-2-7,EXPIRED LICENSE PLATES,35,M,W,3,2017
770,    C6178,2017-08-31 00:00:00,09:58:00,S WALNUT ST & E 2ND ST,LB103,M,W,33,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,52,F,W,3,2017
771,    C6196,2017-09-01 00:00:00,17:00:00,2855 N WALNUT ST; VISITORS CENTER,LB506,M,B,21,9-24-19-1,DRIVING WHILE SUSPENDED,27,M,W,3,2017
772,    C6206,2017-09-02 00:00:00,14:28:00,N WALNUT ST & E 6TH ST,LB101,F,W,48,9-21-8-25,"TURNS, SIGNALING",23,F,W,3,2017
773,    C6205,2017-09-03 00:00:00,11:05:00,N WALNUT GROVE AVE & E 14TH ST,LIU08,F,W,21,9-18-2-7,EXPIRED LICENSE PLATES,37,M,W,3,2017
774,    C6207,2017-09-03 00:00:00,01:09:00,1307 N LINCOLN ST,LB212,M,W,20,14.09.030,NOISE VIOLATION,26,M,W,3,2017
775,    C6200,2017-09-04 00:00:00,23:17:00,S CURRY PIKE & W 3RD ST,LB402,M,B,45,9-24-19-1,DRIVING WHILE SUSPENDED,36,M,W,3,2017
776,    C6204,2017-09-04 00:00:00,01:15:00,S CURRY PIKE & W 3RD ST,LB402,M,W,36,9-24-19-1,DRIVING WHILE SUSPENDED,31,M,B,3,2017
777,    C6251,2017-09-04 00:00:00,19:30:00,N STATE ROAD 37 & W ACUFF RD,LMN20,M,W,36,9-21-5-3,EXCEEDING POSTED SPEED LIMIT,40,M,W,3,2017
778,    C6255,2017-09-04 00:00:00,19:02:00,N STATE ROAD 37,LMN19,M,W,36,9-21-5-3,EXCEEDING POSTED SPEED LIMIT,40,M,W,3,2017
779,    C6249,2017-09-04 00:00:00,18:50:00,S STATE ROAD 37 & W 3RD ST,LB524,M,U,40,9-21-5-3,EXCEEDING POSTED SPEED LIMIT,40,M,W,3,2017
780,    C6252,2017-09-04 00:00:00,18:20:00,N STATE ROAD 37,LMN19,M,W,21,9-21-5-3,EXCEEDING POSTED SPEED LIMIT,40,M,W,3,2017
781,    C6250,2017-09-04 00:00:00,17:20:00,W ARLINGTON RD & W STATE ROAD 46,LMN16,M,W,26,9-21-5-3,EXCEEDING POSTED SPEED LIMIT,40,M,W,3,2017
782,    C6247,2017-09-04 00:00:00,16:45:00,N STATE ROAD 37 & W ACUFF RD,LMN20,F,B,21,9-21-5-3,EXCEEDING POSTED SPEED LIMIT,40,M,W,3,2017
783,    C6248,2017-09-04 00:00:00,18:20:00,S STATE ROAD 37 & W 3RD ST,LB524,M,W,18,9-18-2-7,EXPIRED LICENSE PLATES,40,M,W,3,2017
784,    C6201,2017-09-04 00:00:00,11:40:00,S WALNUT ST & E HILLSIDE DR,LB421,F,W,25,9-18-2-7,EXPIRED LICENSE PLATES,31,M,W,3,2017
785,    C6202,2017-09-04 00:00:00,09:50:00,S ROGERS ST & W COUNTRY CLUB DR,LB423,F,W,75,9-18-2-7,EXPIRED LICENSE PLATES,31,M,W,3,2017
786,    C6198,2017-09-04 00:00:00,23:17:00,S CURRY PIKE & W 3RD ST,LB402,M,B,45,9-18-2-27,FALSE REGISTRATION,36,M,W,3,2017
787,    C6208,2017-09-04 00:00:00,04:22:00,1401 N LINCOLN ST,LB212,M,W,19,14.09.030,NOISE VIOLATION,25,M,W,3,2017
788,    C6213,2017-09-05 00:00:00,16:13:00,E 4TH ST & S INDIANA AVE,LIU14,M,W,21,9-21-8-32,DISREGARDING STOP SIGN,25,M,B,3,2017
789,    C6210,2017-09-05 00:00:00,22:01:00,S WALNUT STREET PIKE & S HENDERSON ST,LB329,F,W,30,9-24-19-1,DRIVING WHILE SUSPENDED,39,M,W,3,2017
790,    C6203,2017-09-05 00:00:00,08:51:00,W 3RD ST & S LIBERTY DR,LB403,M,W,56,9-24-19-1,DRIVING WHILE SUSPENDED,43,M,W,3,2017
791,    C6209,2017-09-05 00:00:00,20:35:00,N WALNUT GROVE AVE & E 13TH ST,LIU08,M,W,20,9-21-5-2,SPEED MAXIMUM,34,M,W,3,2017
792,    C6211,2017-09-05 00:00:00,16:08:00,S HENDERSON ST & E HILLSIDE DR,LB314,F,A,28,9-21-12-1,STOPPING FOR SCHOOL BUS,23,M,B,3,2017
793,    C6220,2017-09-06 00:00:00,22:40:00,E MILLER DR & S WALNUT ST,LB421,M,A,20,9-21-5-6,EXCEEDING POSTED SPEED LIMIT,38,M,W,3,2017
794,    C6214,2017-09-06 00:00:00,15:15:00,W KIRKWOOD AVE & N RITTER ST,LB521,M,W,32,9-18-2-27,FALSE REGISTRATION,23,M,B,3,2017
795,    C6216,2017-09-06 00:00:00,15:25:00,S AUTO MALL RD & E BUICK CADILLAC BLVD,LB305,F,W,17,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,30,F,W,3,2017
796,    C6222,2017-09-07 00:00:00,15:01:00,E 4TH ST & S INDIANA AVE,LIU14,F,W,32,9-21-8-32,DISREGARDING STOP SIGN,25,M,B,3,2017
797,    C6219,2017-09-07 00:00:00,22:45:00,524 N COLLEGE AVE; APT 202,LB101,M,W,21,14.09.030,NOISE VIOLATION,35,M,W,3,2017
798,    C6221,2017-09-07 00:00:00,22:23:00,S WALNUT ST & E GRIMES LN,LB314,F,W,25,9-21-5-2,SPEED MAXIMUM,29,M,W,3,2017
799,    C6237,2017-09-08 00:00:00,23:53:00,1002 E ATWATER AVE,LB302,M,W,20,14.09.030,NOISE VIOLATION,29,M,W,3,2017
800,    C6233,2017-09-09 00:00:00,19:30:00,W 1ST ST & S COLLEGE AVE,LB410,M,W,21,9-24-19-1,DRIVING WHILE SUSPENDED,26,M,W,3,2017
801,    C6232,2017-09-09 00:00:00,22:15:00,S MITCHELL ST & E ATWATER AVE,LB303,M,A,22,9-18-2-7,EXPIRED LICENSE PLATES,32,M,W,3,2017
802,    C6231,2017-09-09 00:00:00,14:06:00,S COLLEGE AVE & W KIRKWOOD AVE,LB101,F,W,20,9-21-8-36,"FAILURE TO YIELD, PED CRSSWALK",25,M,B,3,2017
803,    C6241,2017-09-09 00:00:00,23:12:00,212 N MORTON ST; APT 709,LB101,M,U,26,14.09.030,NOISE VIOLATION,27,M,W,3,2017
804,    C6234,2017-09-09 00:00:00,02:47:00,332 W GEORGIA AVE,LB519,M,W,20,14.09.030,NOISE VIOLATION,29,M,W,3,2017
805,    C6238,2017-09-09 00:00:00,00:40:00,404 S WASHINGTON ST; APT 404,LB104,M,W,21,14.09.030,NOISE VIOLATION,29,M,W,3,2017
806,    C6236,2017-09-09 00:00:00,00:00:00,1325 N LINCOLN ST,LB212,M,W,20,14.09.030,NOISE VIOLATION,29,M,W,3,2017
807,    C6235,2017-09-09 00:00:00,20:25:00,115 E 16TH ST,LB213,M,W,21,14.09.030,NOISE VIOLATION,35,M,W,3,2017
808,    C6230,2017-09-09 00:00:00,01:53:00,E MILLER DR & S WALNUT ST,LB421,F,A,43,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,24,M,W,3,2017
809,    C6254,2017-09-10 00:00:00,15:08:00,S WALNUT STREET PIKE & S HENDERSON ST,LB329,M,W,36,9-21-8-32,DISREGARDING STOP SIGN,32,M,A,3,2017
810,    C6244,2017-09-10 00:00:00,16:20:00,S WALNUT ST & E ALLEN ST,LB314,F,W,27,9-24-19-1,DRIVING WHILE SUSPENDED,24,M,W,3,2017
811,    C6253,2017-09-10 00:00:00,14:06:00,S WALNUT ST & E SOUTH DR,LB327,F,W,40,9-18-2-7,EXPIRED LICENSE PLATES,32,M,A,3,2017
812,    C6240,2017-09-10 00:00:00,02:14:00,3463 E COVENANTER DR,LB309,M,A,21,14.09.030,NOISE VIOLATION,27,M,W,3,2017
813,    C6239,2017-09-10 00:00:00,00:58:00,121 S JEFFERSON ST,LB222,M,B,21,14.09.030,NOISE VIOLATION,27,M,W,3,2017
814,    C6246,2017-09-10 00:00:00,00:52:00,215 S JEFFERSON ST,LB222,M,W,21,14.09.030,NOISE VIOLATION,26,M,W,3,2017
815,    C6014,2017-09-10 00:00:00,10:15:00,BS W BLOOMFIELD\S BASSWOOD S,LB417,M,W,66,9-30-15-3,OPEN CONTAINERS IN PASSENGER COMPARTMENT,43,M,W,3,2017
816,    C6226,2017-09-10 00:00:00,14:59:00,1175 S COLLEGE MALL RD; KROGER JACKSON CREEK,LB310,M,B,34,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,30,F,W,3,2017
817,    C6229,2017-09-10 00:00:00,23:40:00,W BLOOMFIELD RD & S STATE ROAD 37,LB417,M,W,17,9-21-5-2,SPEED MAXIMUM,34,M,W,3,2017
818,    C6242,2017-09-11 00:00:00,11:45:00,101 W 2ND ST; SEMINARY PARK,LB410,M,W,59,14.36.090,CONSUMPTION OF ALCOHOL IN PUBLIC,36,M,W,3,2017
819,    C6245,2017-09-11 00:00:00,22:32:00,S WALNUT STREET PIKE & E ALLENDALE DR,LB328,M,W,21,9-24-19-1,DRIVING WHILE SUSPENDED,39,M,W,3,2017
820,    C6256,2017-09-12 00:00:00,08:23:00,W 3RD ST & S CORY LN,LB522,M,W,38,9-19-11-2,CHILD RESTRAINT UNDER 3 YEARS,39,M,W,3,2017
821,    C6256,2017-09-12 00:00:00,08:23:00,W 3RD ST & S CORY LN,LB522,M,W,38,9-24-19-1,DRIVING WHILE SUSPENDED,39,M,W,3,2017
822,    C6243,2017-09-12 00:00:00,02:33:00,W STATE ROAD 48 & W VERNAL PIKE,LMN06,F,U,32,9-21-5-6,EXCEEDING POSTED SPEED LIMIT,36,M,W,3,2017
823,    C6271,2017-09-12 00:00:00,10:40:00,W 3RD ST & S WESTPLEX AVE,LB521,F,W,21,9-21-8-35,"FAILURE TO YIELD, EMERG VEH",53,M,W,3,2017
824,    C6275,2017-09-12 00:00:00,22:03:00,923 N COLLEGE AVE,LB519,M,W,29,14.09.030,NOISE VIOLATION,32,F,W,3,2017
825,    C6274,2017-09-12 00:00:00,11:31:00,211 S ROOSEVELT ST,LB222,F,W,21,14.09.030,NOISE VIOLATION,32,F,W,3,2017
826,    C6265,2017-09-12 00:00:00,20:47:00,S COLLEGE MALL RD & E 2ND ST,LB305,M,W,20,9-21-8-41,TRAFFIC CONTROL DEVICE DIS,26,M,W,3,2017
827,    C6270,2017-09-13 00:00:00,00:04:00,N MONROE ST & W 17TH ST,LB518,F,W,30,9-24-19-1,DRIVING WHILE SUSPENDED,31,M,B,3,2017
828,    C6269,2017-09-13 00:00:00,22:05:00,W VERNAL SR 37 OVERPASS; W Vernal Pike and SR 37 Overpass,LB516,M,W,18,9-21-5-3,EXCEEDING POSTED SPEED LIMIT,34,M,W,3,2017
829,    C6268,2017-09-13 00:00:00,21:17:00,E GRAHAM PL & S HENDERSON ST,LB327,M,W,41,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,39,M,W,3,2017
830,    C6277,2017-09-14 00:00:00,15:54:00,E 4TH ST & S INDIANA AVE,LIU14,F,W,21,9-21-8-32,DISREGARDING STOP SIGN,25,M,B,3,2017
831,    C6267,2017-09-14 00:00:00,01:34:00,W SR 46 SR 37 OVERPASS; W SR 46 and SR 37 Overpass,LB509,M,W,24,9-24-19-1,DRIVING WHILE SUSPENDED,39,M,W,3,2017
832,    C6267,2017-09-14 00:00:00,01:34:00,W SR 46 SR 37 OVERPASS; W SR 46 and SR 37 Overpass,LB509,M,W,24,9-21-5-2(1),EXCEEDING URBAN SPEED LIMIT,39,M,W,3,2017
833,    C6281,2017-09-14 00:00:00,23:30:00,115 N WASHINGTON ST,LB102,M,W,19,14.09.030,NOISE VIOLATION,32,M,A,3,2017
834,    C6276,2017-09-14 00:00:00,23:11:00,315 E 7TH ST,LB102,M,W,22,14.09.030,NOISE VIOLATION,32,F,W,3,2017
835,    C6273,2017-09-14 00:00:00,02:06:00,614 N WALNUT ST,LB213,M,W,21,14.09.030,NOISE VIOLATION,25,M,W,3,2017
836,    C6282,2017-09-14 00:00:00,23:43:00,585 S PARK RIDGE RD; APT 9101,LB307,M,W,21,14.09.030,NOISE VIOLATION,35,M,W,3,2017
837,    C6272,2017-09-14 00:00:00,00:20:00,N COLLEGE AVE & N OLD STATE ROAD 37,LB512,F,W,22,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,25,M,W,3,2017
838,    C6287,2017-09-16 00:00:00,01:50:00,S ELM ST & W KIRKWOOD AVE,LB408,F,A,25,9-24-19-1,DRIVING WHILE SUSPENDED,23,F,W,3,2017
839,    C6283,2017-09-16 00:00:00,23:46:00,N ALEXANDER ST & W COTTAGE GROVE AVE,LB517,F,W,39,9-24-19-1,DRIVING WHILE SUSPENDED,31,M,B,3,2017
840,    C6288,2017-09-16 00:00:00,03:40:00,1480 N KINSER PIKE; BLGD H; APT 10,LB512,M,W,22,14.09.030,NOISE VIOLATION,25,M,W,3,2017
841,    C6286,2017-09-16 00:00:00,17:12:00,S SARE RD & E CREEKS EDGE DR,LB333,M,U,31,9-18.1-11-2(b)(2),OPERATING WITH EXPIRED PLATES/IFC,36,F,W,3,2017
842,    C6289,2017-09-17 00:00:00,00:57:00,1401 N LINCOLN ST,LB212,M,W,19,14.09.030,NOISE VIOLATION,26,M,W,3,2017
843,    C6291,2017-09-17 00:00:00,01:56:00,1365 N LINCOLN ST,LB212,U,U,21,14.09.030,NOISE VIOLATION,32,F,W,3,2017
844,    C6290,2017-09-18 00:00:00,22:12:00,N COLLEGE AVE & W 17TH ST,LB519,M,U,31,9-18-2-7,EXPIRED LICENSE PLATES,37,M,W,3,2017
845,    C6303,2017-09-19 00:00:00,07:54:00,E STATE ROAD 45 46 BYPASS & N DUNN ST,LB210,F,U,21,9-25-8-2,OPERATING/PERMITTING OPERATION W/O FINAN,57,M,W,3,2017
