,Tweet,toxic,severe_toxic,obscene,threat,insult,identity_hate
980,I secretly play League of Legends when Matthew turns me off.,,,,,,
981,@tawprawman Sir that is a league of legends hashtag,,,,,,
982,@firebat FIREBAT ON LEAGUE OF LEGENDS????? I'M 100% TUNING IN NEXT TIME,,,,,,
983,@euqueroalimento @g1 @remindmetweets League of legends,,,,,,
984,fuck going to sleep when i could think of changbin and chan and playing league of legends,,,,,,
986,@virundere D-lete league of legends?,,,,,,
987,RT @Slasher: DWG's speedrun knocking G2 out of Worlds peaked at 2.7 million concurrent viewers. sports ratings are down but League of Legen…,,,,,,
988,imagine all of league of legends twitter played spin the bottle,,,,,,
989,"Our League of Legends team lost 1-2, our Rocket League Crimson team lost 0-3, our Rocket League White team won 3-0, and our CS:GO team won 2-0! Ggs to the teams that we played! Thanks to everyone who came out to support the stream today! VODs is now available. #FerrisEsports",,,,,,
992,@GelatiLOL My league of legends ability when season 9 hit :(,,,,,,
993,"""when I started to play professionally, I was a depressed kid in Denmark, I just.. League of legends is the only way out from the hard time I was having in school especially, for couple of years -  I was literally playing to stay out of school, If I did not, I have to go back.""",,,,,,
996,can anyone teach me how to play league of legends,,,,,,
998,League of legends isn’t fun,,,,,,
