,Event ,District,Nature,How Received,Date,Time,Physical Contact,Less Lethal,Draw Weapon,Weapon Fired,Vehicle Pursuit,Foot Pursuit,Suspect Condition,Suspect Armed,Suspect Injured,Suspect Role,Officer Injured,Officer Exposed to BBP,Suspect Gender Female,Suspect Gender Male,Suspect Age,"Suspect Race Caucasian, Non-Hispanic","Suspect Race  Caucasian, Hispanic","Suspect Race African American, Non-Hispanic","Suspect Race African American, Hispanic","Suspect Race Indian/Alaskan Native, Non-Hispanic","Suspect Race Indian/Alaskan Native, Hispanic","Suspect Race Asian/Pacific Islander, Non-Hispanic","Suspect Race Asian/Pacific Islander, Hispanic",Year
891,B17-52757,4,DOMESTIC IP,911 LINE,2017-12-30 00:00:00,01:09:00,YES,NO,YES,NO,NO,NO,INTOXICATED,YES,NO,ARRESTEE,NO,NO,0.0,1.0,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
892,B17-52855,3,DOMESTIC IP,TELEPHONE,2017-12-31 00:00:00,01:10:00,NO,YES,YES,NO,NO,NO,INTOXICATED,YES,YES,ARRESTEE,NO,NO,0.0,1.0,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
893,B17-52928,4,DOMESTIC IP,TELEPHONE,2017-12-31 00:00:00,16:04:00,YES,NO,NO,NO,NO,NO,UNKNOWN,YES,NO,ARRESTEE,NO,NO,0.0,1.0,41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2017
894,B16-00250,5,Suspicious Activity,Officer Report,2016-01-03,00:26:00,NO,NO,YES,NO,NO,YES,Normal,NO,NO,Juv Reference,NO,NO,0.0,1.0,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
895,B16-00256,1,Assault,911,2016-01-03,02:45:00,YES,NO,NO,NO,NO,YES,Intoxicated,NO,NO,Arrestee,NO,YES,1.0,0.0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
896,B16-00256,1,Assault,911,2016-01-03,02:45:00,NO,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
897,B16-00743,3,Traffic Stop,Officer Report,2016-01-07,21:00:00,NO,NO,NO,NO,NO,YES,Normal,NO,NO,Arrestee,NO,NO,1.0,0.0,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
898,B16-00743,3,Traffic Stop,Officer Report,2016-01-07,21:00:00,NO,NO,YES,NO,NO,NO,Normal,YES,NO,Arrestee,NO,NO,0.0,1.0,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
899,B16-00197,3,Burglary,Officer Report,2016-01-08,14:40:00,NO,NO,YES,NO,NO,NO,Normal,NO,NO,Arrestee,NO,NO,0.0,1.0,35,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
900,B16-01079,1,Robbery,Telephone,2016-01-09,12:06:00,YES,NO,YES,NO,NO,NO,Unknown,YES,NO,Arrestee,NO,NO,0.0,1.0,43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
901,B15-53281,4,Burglary,Telephone,2016-01-13,09:21:00,NO,NO,YES,NO,NO,NO,Normal,NO,NO,Mentioned,NO,NO,0.0,1.0,52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
902,B16-01551,4,Vehicle Theft,911,2016-01-13,09:21:00,NO,NO,YES,NO,NO,NO,Normal,NO,NO,Mentioned,NO,NO,0.0,1.0,52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
903,B16-01697,4,Suspicious Activity,911,2016-01-14,13:45:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
904,B16-02052,4,Domestic,911,2016-01-16,15:01:00,YES,NO,NO,NO,NO,YES,Normal,NO,NO,Arrestee,NO,NO,0.0,1.0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
905,B16-02916,4,Burglary,911,2016-01-23,03:06:00,NO,NO,YES,NO,NO,NO,Normal,YES,NO,Arrestee,NO,NO,0.0,1.0,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
906,B16-02916,4,Burglary,911,2016-01-23,03:06:00,NO,NO,YES,NO,NO,NO,Normal,YES,NO,Mentioned,NO,NO,0.0,1.0,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
907,B16-03085,2,Disturbance,911,2016-01-24,07:45:00,YES,NO,NO,NO,NO,NO,Mentally Disturbed,YES,YES,Mentioned,NO,YES,1.0,0.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
908,B16-03466,3,Welfare Check,Telephone,2016-01-27,03:02:00,YES,NO,YES,NO,NO,NO,Intoxicated,YES,NO,Arrestee,NO,NO,0.0,1.0,54,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
909,B16-03523,5,Panhandling,Telephone,2016-01-27,14:24:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Complainant,NO,NO,1.0,0.0,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
910,B16-03472,3,Robbery,911,2016-01-28,23:50:00,NO,NO,YES,NO,NO,NO,Normal,YES,NO,Juv Referral,NO,NO,0.0,1.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
911,B16-03605,1,Alarm,Telephone,2016-01-28,05:08:00,YES,NO,NO,NO,NO,NO,Intoxicated,YES,YES,Juv Referral,NO,NO,0.0,1.0,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
912,B16-03728,4,Service,Officer Report,2016-01-29,23:46:00,NO,NO,YES,NO,NO,NO,Normal,YES,NO,Juv Referral,NO,NO,0.0,1.0,17,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
913,B16-04308,5,Warrant Service,Telephone,2016-02-01,22:13:00,NO,NO,YES,NO,NO,YES,Intoxicated,YES,YES,Arrestee,NO,NO,0.0,1.0,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
914,B16-04308,5,Warrant Service,Telephone,2016-02-01,22:13:00,NO,YES,YES,NO,NO,YES,Intoxicated,YES,NO,Arrestee,NO,NO,0.0,1.0,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
915,B16-05168,3,Theft,911,2016-02-09,17:10:00,YES,NO,NO,NO,NO,NO,Normal,NO,NO,Juv Referral,NO,NO,0.0,1.0,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
916,B16-05204,3,Alarm,Telephone,2016-02-09,04:00:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
917,B16-05391,3,Welfare Check,Telephone,2016-02-11,21:05:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Mentioned,NO,NO,0.0,1.0,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
918,B16-05641,1,Welfare Check,Telephone,2016-02-13,20:00:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
919,B16-05881,3,Theft,911,2016-02-15,18:14:00,YES,NO,NO,NO,NO,YES,Normal,NO,NO,Arrestee,NO,NO,0.0,1.0,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
920,B16-06101,3,Theft,911,2016-02-17,15:19:00,YES,NO,NO,NO,NO,YES,Normal,NO,YES,Mentioned,NO,NO,0.0,1.0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
921,B16-06114,MCSO,Service,Telephone,2016-02-17,16:47:00,NO,NO,NO,NO,NO,NO,Unknown,NO,NO,Mentioned,NO,NO,0.0,1.0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
922,B16-06394,1,Welfare Check,911,2016-02-19,18:30:00,YES,NO,NO,NO,NO,NO,Normal,NO,NO,Arrestee,NO,NO,0.0,1.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
923,B16-06582,MCSO,Fight,Telephone,2016-02-20,20:00:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
924,B16-07108,4,Mental Health,Telephone,2016-02-24,14:13:00,YES,NO,NO,NO,NO,YES,Mentally Disturbed,YES,NO,Arrestee,NO,NO,0.0,1.0,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
925,B16-07896,5,Theft,911,2016-03-01,16:10:00,NO,NO,YES,NO,NO,NO,Normal,NO,NO,Arrestee,NO,NO,0.0,1.0,45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
926,B16-07951,5,Domestic,911,2016-03-02,00:46:00,NO,NO,YES,NO,NO,NO,Intoxicated,YES,NO,Arrestee,NO,NO,0.0,1.0,42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
927,B16-08092,4,Domestic,911,2016-03-03,00:26:00,YES,NO,YES,NO,NO,NO,Intoxicated,YES,NO,Arrestee,NO,NO,0.0,1.0,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
928,B16-08407,5,Welfare Check,Telephone,2016-03-05,00:40:00,NO,NO,YES,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
929,B16-08424,1,Disturbance,911,2016-03-05,03:20:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
930,B16-08857,5,Trespass,911,2016-03-08,06:56:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,1.0,0.0,37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
931,B16-09294,5,Weapons,911,2016-03-10,21:25:00,NO,NO,YES,NO,NO,NO,Normal,YES,NO,Involved,NO,NO,0.0,1.0,43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
932,B16-09489,1,Service,911,2016-03-12,03:42:00,YES,NO,NO,NO,NO,NO,Unknown,NO,NO,Arrestee,NO,YES,0.0,1.0,39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
933,B16-09562,2,Disturbance,Telephone,2016-03-12,16:59:00,YES,NO,NO,NO,NO,YES,Intoxicated,NO,NO,Arrestee,YES,YES,0.0,1.0,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
934,B16-09618,2,Fight,911,2016-03-13,00:39:00,NO,NO,YES,NO,NO,NO,Intoxicated,NO,NO,Witness,NO,NO,0.0,1.0,41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
935,B16-09618,2,Fight,911,2016-03-13,00:39:00,YES,NO,NO,NO,NO,NO,Intoxicated,YES,NO,Arrestee,NO,NO,0.0,1.0,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
936,B16-09943,5,Welfare Check,Telephone,2016-03-15,18:05:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Involved,NO,NO,0.0,1.0,45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
937,B16-10225,1,Suspicious Activity,Officer Report,2016-03-18,03:25:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,32,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
938,B16-10369,5,Welfare Check,Telephone,2016-03-20,02:44:00,NO,NO,YES,NO,NO,NO,Intoxicated,YES,NO,Suspect,NO,NO,0.0,1.0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
939,B16-10536,4,Robbery,911,2016-03-20,16:00:00,NO,NO,YES,NO,NO,YES,Normal,YES,NO,Arrestee,NO,NO,1.0,0.0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
940,B16-10688,3,Suspicious Activity,911,2016-03-21,19:40:00,YES,NO,NO,NO,NO,NO,Intoxicated/Mentally Disturbed,NO,NO,Arrestee,NO,NO,0.0,1.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
941,B16-10875,4,Burglary,Telephone,2016-03-23,12:18:00,YES,NO,NO,NO,NO,YES,Normal,NO,YES,Arrestee,NO,NO,0.0,1.0,34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
942,B16-09855,3,Service,911,2016-03-27,03:27:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,YES,Arrestee,NO,NO,0.0,1.0,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
943,B16-11478,MCSO,Follow Up,Officer Report,2016-03-27,03:06:00,NO,NO,YES,NO,NO,YES,Normal,NO,NO,Mentioned,NO,NO,0.0,1.0,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
944,B16-11533,3,Weapons,911,2016-03-28,18:06:00,YES,NO,YES,NO,NO,NO,Normal,YES,NO,Arrestee/Suspect,NO,NO,0.0,1.0,48,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
945,B16-11902,1,Welfare Check,911,2016-03-30,18:09:00,YES,NO,NO,NO,NO,NO,Normal,NO,NO,Arrestee,NO,NO,1.0,0.0,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
946,B16-12221,4,Burglary,911,2016-04-01,20:51:00,NO,NO,YES,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
947,B16-12238,1,Warrant Service,Telephone,2016-04-01,23:09:00,YES,NO,YES,NO,NO,NO,Normal,YES,NO,Arrestee,NO,NO,0.0,1.0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
948,B16-12238,1,Warrant Service,Telephone,2016-04-01,23:09:00,NO,NO,YES,NO,NO,NO,Normal,NO,NO,Arrestee,NO,NO,1.0,0.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
949,B16-12261,3,Domestic,911,2016-04-02,01:22:00,YES,NO,NO,NO,NO,NO,Intoxicated/Mentally Disturbed,NO,NO,Arrestee,NO,NO,0.0,1.0,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
950,B16-12310,1,Welfare Check,Telephone,2016-04-02,13:14:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,YES,Arrestee,NO,NO,0.0,1.0,53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
951,B16-13009,5,Domestic,Telephone,2016-04-07,18:44:00,NO,NO,YES,NO,NO,NO,Intoxicated/Mentally Disturbed,YES,NO,Arrestee/Suspect,NO,NO,0.0,1.0,35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
952,B16-13450,3,Disturbance,911,2016-04-10,21:05:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,YES,Arrestee,YES,YES,0.0,1.0,20,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2016
953,B16-14297,1,Drunk,Officer Report,2016-04-16,02:19:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,42,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
954,B16-14540,1,Drunk,Officer Report,2016-04-17,02:09:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
955,B16-14701,2,Welfare Check,911,2016-04-18,10:00:00,YES,NO,NO,NO,NO,NO,Intoxicated/Mentally Disturbed,NO,NO,Juv Referral,YES,NO,1.0,0.0,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
956,B16-14763,4,Drugs,Telephone,2016-04-18,15:00:00,YES,NO,NO,NO,NO,NO,Normal,NO,YES,Arrestee,NO,NO,0.0,1.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
957,B16-14831,1,Disturbance,911,2016-04-18,00:45:00,YES,NO,NO,NO,NO,YES,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
958,B16-14833,3,Weapons,911,2016-04-19,02:15:00,NO,NO,YES,NO,NO,NO,Mentally Disturbed,YES,NO,Arrestee,NO,NO,1.0,0.0,57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
959,B16-14965,4,Warrant Service,Officer Report,2016-04-19,23:06:00,YES,NO,NO,NO,NO,YES,Intoxicated,NO,YES,Arrestee,NO,NO,0.0,1.0,52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
960,B16-15191,5,Disturbance,911,2016-04-21,18:05:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
961,B16-15350,5,Suspicious Activity,Telephone,2016-04-22,21:39:00,NO,NO,YES,NO,NO,NO,Unknown,YES,NO,Complainant,NO,NO,0.0,1.0,47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
962,B16-15360,4,Suspicious Activity,Telephone,2016-04-22,23:45:00,YES,NO,NO,NO,NO,NO,Normal,NO,NO,Arrestee,NO,NO,0.0,1.0,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
963,B16-15567,2,Suspicious Activity,911,2016-04-24,04:08:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
964,B16-15624,3,Welfare Check,Telephone,2016-04-24,19:24:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
965,B16-15786,5,Traffic Stop,Officer Report,2016-04-26,00:26:00,YES,NO,NO,NO,NO,NO,Normal,NO,NO,Arrestee,NO,NO,0.0,1.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
966,B16-15796,3,Suspicious Activity,911,2016-04-26,02:30:00,NO,NO,YES,NO,NO,YES,Normal,NO,NO,Arrestee,NO,NO,0.0,1.0,24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
967,B16-15911,1,Welfare Check,Telephone,2016-04-26,22:34:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,YES,Arrestee,NO,YES,0.0,1.0,23,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2016
968,B16-16042,4,Disturbance,911,2016-04-27,23:51:00,YES,NO,NO,NO,NO,NO,Unknown,NO,NO,Arrestee,NO,NO,0.0,1.0,66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
969,B16-16111,MCSO,CIRT,Telephone,2016-04-28,16:24:00,NO,NO,NO,NO,NO,NO,Unknown,YES,NO,Arrestee,NO,NO,1.0,0.0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
970,B16-16111,MCSO,CIRT,Telephone,2016-04-28,16:24:00,NO,NO,NO,NO,NO,NO,Unknown,YES,NO,Involved,NO,NO,0.0,1.0,25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
971,B16-16111,MCSO,CIRT,Telephone,2016-04-28,16:24:00,NO,NO,NO,NO,NO,NO,Unknown,YES,NO,Arrestee,NO,NO,0.0,1.0,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
972,B16-16173,5,Robbery,Telephone,2016-04-28,23:40:00,NO,NO,YES,NO,NO,NO,Normal,YES,NO,Mentioned,NO,NO,0.0,1.0,40,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
973,B16-16189,3,Theft,Telephone,2016-04-29,03:15:00,NO,NO,YES,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
974,B16-16428,5,Fight,Telephone,2016-04-30,19:40:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,YES,NO,0.0,1.0,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
975,B16-16495,3,Burglary,911,2016-05-01,03:50:00,YES,NO,YES,NO,NO,NO,Normal,NO,NO,Juv Referral,NO,NO,1.0,0.0,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
976,B16-16495,3,Burglary,911,2016-05-01,03:50:00,NO,NO,YES,NO,NO,NO,Normal,NO,NO,Juv Referral,NO,NO,1.0,0.0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
977,B16-16495,3,Burglary,911,2016-05-01,03:50:00,NO,NO,YES,NO,NO,NO,Normal,NO,NO,Juv Referral,NO,NO,1.0,0.0,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
978,B16-16495,3,Burglary,911,2016-05-01,03:50:00,NO,NO,YES,NO,NO,NO,Normal,NO,NO,Juv Referral,NO,NO,1.0,0.0,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
979,B16-16495,3,Burglary,911,2016-05-01,03:50:00,NO,YES,YES,NO,NO,NO,Normal,NO,YES,Juv Referral,NO,YES,0.0,1.0,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
980,B16-16495,3,Burglary,911,2016-05-01,03:50:00,NO,NO,YES,NO,NO,NO,Normal,NO,NO,Juv Referral,NO,NO,0.0,1.0,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
981,B16-16522,2,Burglary,911,2016-05-01,13:30:00,YES,NO,YES,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
982,B16-17062,2,Domestic,Telephone,2016-05-05,03:27:00,YES,NO,NO,NO,NO,NO,Mentally Disturbed,YES,NO,Contact,NO,NO,1.0,0.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
983,B16-17064,5,Suspicious Activity,Telephone,2016-05-05,04:30:00,YES,NO,NO,NO,NO,YES,Intoxicated,YES,NO,Arrestee,NO,YES,0.0,1.0,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
984,B16-17119,4,Disturbance,911,2016-05-05,13:00:00,YES,NO,NO,NO,NO,NO,Intoxicated,YES,NO,Arrestee,NO,NO,0.0,1.0,46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
985,B16-17295,4,Fight,911,2016-05-06,14:40:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Arrestee,NO,YES,0.0,1.0,27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
986,B16-17541,1,Welfare Check,Telephone,2016-05-08,06:35:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,NO,Victim,NO,NO,0.0,1.0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
987,B16-17555,3,Welfare Check,911,2016-05-08,12:40:00,NO,NO,YES,NO,NO,NO,Normal,NO,NO,Victim,NO,NO,1.0,0.0,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
988,B16-17719,4,Suspicious Activity,Officer Report,2016-05-09,21:16:00,YES,NO,NO,NO,NO,YES,Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
989,B16-17868,2,Burglary,Telephone,2016-05-10,23:40:00,NO,NO,YES,NO,NO,YES,Normal,NO,NO,Arrestee,YES,NO,0.0,1.0,45,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
990,B16-18052,5,Disturbance,911,2016-05-12,09:27:00,YES,NO,NO,NO,NO,YES,Mentally Disturbed,NO,YES,Arrestee,NO,NO,0.0,1.0,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
991,B16-18270,4,Burglary,Telephone,2016-05-13,19:00:00,NO,NO,YES,NO,NO,NO,Mentally Disturbed,NO,NO,Mentioned,NO,NO,0.0,1.0,48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
992,B16-18389,3,Warrant Service,Telephone,2016-05-14,15:48:00,NO,YES,YES,NO,NO,NO,Mentally Disturbed,YES,YES,Arrestee,NO,NO,0.0,1.0,43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
993,B16-18389,3,Warrant Service,Telephone,2016-05-14,15:48:00,NO,NO,YES,NO,NO,NO,Normal,NO,NO,Involved,NO,NO,1.0,0.0,33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
994,B16-19084,2,Suspicious Activity,Telephone,2016-05-19,21:24:00,YES,YES,NO,NO,NO,NO,Intoxicated,NO,YES,Suspect,YES,YES,0.0,1.0,22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
995,B16-20025,4,Mental Health,911,2016-05-26,13:20:00,YES,NO,NO,NO,NO,NO,Mentally Disturbed,NO,YES,Mentioned,NO,NO,1.0,0.0,20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
996,B16-20292,1,Fight,911,2016-05-28,02:42:00,YES,NO,NO,NO,NO,NO,Intoxicated,NO,YES,Arrestee,NO,NO,1.0,0.0,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
997,B16-20605,5,Disturbance,Telephone,2016-05-31,23:50:00,YES,NO,NO,NO,NO,NO,Mentally Disturbed/Intoxicated,NO,NO,Arrestee,NO,NO,0.0,1.0,18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
998,B16-20610,5,Follow Up,Telephone,2016-05-31,00:31:00,NO,NO,YES,NO,NO,NO,Normal,NO,NO,Arrestee,NO,NO,0.0,1.0,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
999,B16-20833,5,Warrant Service,Telephone,2016-06-01,15:27:00,YES,NO,NO,NO,NO,NO,Intoxicated/Mentally Disturbed,NO,NO,Arrestee,NO,NO,1.0,0.0,30,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
1000,B16-21102,5,Burglary,Telephone,2016-06-03,11:00:00,NO,NO,YES,NO,NO,NO,Normal,NO,NO,Arrestee,NO,NO,0.0,1.0,31,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
1001,B16-21225,5,Disturbance,911,2016-06-04,01:34:00,NO,NO,NO,NO,NO,NO,Normal,NO,NO,Involved,NO,NO,0.0,1.0,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
1002,B16-21225,5,Disturbance,911,2016-06-04,01:34:00,YES,NO,NO,NO,NO,NO,Normal,NO,YES,Arrestee,NO,NO,0.0,1.0,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2016
1003,B16-21294,1,Disturbance,Telephone,2016-06-04,16:42:00,YES,NO,NO,NO,NO,NO,Mentally Disturbed,NO,NO,Arrestee,NO,NO,1.0,0.0,46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016
