Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Month,Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Year
,IV,Arrest-Felony,Saturday,Firearm,,,PFA,,,,,,,,1800-2359,Threat,THREAT - WITH WEAPON *H,,,March,,,836731,East Precinct,2.136436454,,191526569,1641165,White,Male,No,58.183011796,1641165191526569,Aggressive,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Felony,Saturday,Firearm,,,PFA,,,,,,,,1800-2359,Threat,THREAT - WITH WEAPON *H,,,March,,,1090651,East Precinct,6.854244673,,191526569,1641165,White,Male,No,58.183011796,1641165191526569,Aggressive,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Felony,Saturday,Firearm,,,PFA,,,,,,,,1800-2359,Threat,THREAT - WITH WEAPON *H,,,March,,,915631,East Precinct,6.930957002,,191526569,1641165,White,Male,No,58.183011796,1641165191526569,Aggressive,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Felony,Saturday,Firearm,,,PFA,,,,,,,,1800-2359,Threat,THREAT - WITH WEAPON *H,,,March,,,291168,East Precinct,23.922722603,,191526569,1641165,White,Male,No,58.182996575,1641165191526569,Aggressive,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Felony,Saturday,Firearm,,,PFA,,,,,,,,1800-2359,Threat,THREAT - WITH WEAPON *H,,,March,,,716808,East Precinct,26.550135084,,191526569,1641165,White,Male,No,58.183011796,1641165191526569,Aggressive,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Felony,Saturday,,,Firearm - Replica,PFA,,,,,,,,1800-2359,Assist,ASSIST - CITIZEN OR AGENCY,,,June,,,777121,East Precinct,1.753291476,,685527424,494876,Hispanic,Male,No,47.416305175,685527424494876,Deadly,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Felony,Saturday,,Firearm - Implied,,PFA,,,,,,,,-,Traffic Stop,TRAFFIC STOP,,,April,,,213461,East Precinct,2.517810122,,594527073,1430028,White,Female,No,26.254796423,5945270731430028,Active,,,,,,,,Self-Initiated,,Yes,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Box-in VIS,,,,,,,,1200-1759,Traffic Stop,TRAFFIC STOP,,,March,,No weapon (unarmed),1090651,East Precinct,6.834794521,,478526482,591096,White,Female,No,25.056712329,591096478526482,Active,,,,,,,,Self-Initiated,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Box-in VIS,,,,,,,,1200-1759,Traffic Stop,TRAFFIC STOP,,,March,,No weapon (unarmed),651810,East Precinct,14.467673135,,478526482,591096,White,Female,No,25.056714231,591096478526482,Active,,,,,,,,Self-Initiated,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Box-in VIS,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - PRIORITY,,,October,,No weapon (unarmed),715011,Central Precinct,13.355232116,,176539289,423873,White,Male,No,33.631944444,176539289423873,Passive,,,,,,,,Dispatched,,Yes,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Box-in VIS,,,,,,,,1200-1759,Welfare Check,WELFARE CHECK - PRIORITY,,,October,,No weapon (unarmed),717511,North Precinct,10.516875951,,176539289,423873,White,Male,No,33.631944444,176539289423873,Passive,,,,,,,,Dispatched,,Yes,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Box-in VIS,,,,,,,,-,Welfare Check,WELFARE CHECK - PRIORITY,,No,October,,No weapon (unarmed),840029,North Precinct,16.633350457,,996519237,360642,Black,Male,No,42.496364155,360642996519237,Active,,,,,,,,Dispatched,Yes,,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Box-in VIS,Control Against Resistance,,,,,,,1200-1759,Traffic Stop,TRAFFIC STOP,,,March,,No weapon (unarmed),227170,North Precinct,11.686851218,,478526482,591096,White,Female,No,25.056714231,591096478526482,Active,Active,,,,,,,Self-Initiated,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,November,,,214161,North Precinct,1.727777778,,245529680,599911,Hispanic,Male,No,30.902777778,245529680599911,Active,,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,November,,,1087151,North Precinct,1.827777778,,245529680,599911,Hispanic,Male,No,30.902777778,245529680599911,Active,,,,,,,,Dispatched,Yes,,Weapon Present or reported but not used or threatened use,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),519390,Central Precinct,10.563888889,,28529838,519643,Black,Male,No,29.633333333,28529838519643,Active,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,September,,No weapon (unarmed),924741,North Precinct,5.931792237,,67528658,284063,Black,Male,No,43.408504566,67528658284063,Active,,,,,,,,Self-Initiated,Yes,Yes,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,September,,No weapon (unarmed),353581,North Precinct,7.657819635,,67528658,284063,Black,Male,No,43.408504566,67528658284063,Active,,,,,,,,Self-Initiated,Yes,Yes,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,September,,No weapon (unarmed),860631,North Precinct,9.230422374,,67528658,284063,Black,Male,No,43.408504566,67528658284063,Active,,,,,,,,Self-Initiated,Yes,Yes,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,September,,No weapon (unarmed),667208,North Precinct,25.934531963,,67528658,284063,Black,Male,No,43.408504566,67528658284063,Active,,,,,,,,Self-Initiated,Yes,Yes,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,April,,No weapon (unarmed),284070,North Precinct,10.688805175,,33526988,440863,White,Male,Yes,37.455928463,33526988440863,Active,,,,,,,,Dispatched,Yes,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,0600-1159,Vandalism,VANDALISM - PRIORITY,,,July,,No weapon (unarmed),883231,Central Precinct,0.910414764,,298528130,697462,Black,Male,Yes,27.044661339,298528130697462,Active,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,0600-1159,Vandalism,VANDALISM - PRIORITY,,,July,,No weapon (unarmed),501891,Central Precinct,4.052880518,,298528130,697462,Black,Male,Yes,27.044661339,298528130697462,Active,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,0600-1159,Vandalism,VANDALISM - PRIORITY,,,July,,No weapon (unarmed),780220,Central Precinct,11.556990107,,298528130,697462,Black,Male,Yes,27.044661339,298528130697462,Active,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,1200-1759,Assault,ASSAULT - PRIORITY,,,April,,No weapon (unarmed),606600,East Precinct,12.125028539,,253527080,535206,Black,Male,No,33.344206621,253527080535206,Active,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control against Resistance,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,February,,No weapon (unarmed),883231,East Precinct,1.486866438,,884536206,604169,Black,Male,No,17.322482877,884536206604169,Aggressive,,,,,,,,Dispatched,,,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Control against Resistance,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,February,,No weapon (unarmed),1031151,North Precinct,2.059583333,,884536206,604169,Black,Male,No,17.322482877,884536206604169,Aggressive,,,,,,,,Dispatched,,,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Control against Resistance,,,,,,,,1200-1759,Subject Stop,PERSON CONTACT (86),,,January,,No weapon (unarmed),214161,North Precinct,1.906113014,,839535976,1787911,White,Male,Yes,29.470382420,8395359761787911,Active,,,,,,,,Dispatched,,,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Control against Resistance,,,,,,,,1200-1759,Suspicious,SUSPICIOUS - PRIORITY,,,February,,No weapon (unarmed),278571,North Precinct,8.867578006,,457536132,168946,White,Male,Yes,52.533331431,457536132168946,Active,,,,,,,,Dispatched,,Yes,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Control against Resistance,,,,,,,,1200-1759,Suspicious,SUSPICIOUS - PRIORITY,,,February,,No weapon (unarmed),808220,North Precinct,12.114267504,,457536132,168946,White,Male,Yes,52.533331431,457536132168946,Active,,,,,,,,Dispatched,,Yes,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Control against Resistance,,,,,,,,1200-1759,Suspicious,SUSPICIOUS - PRIORITY,,,February,,No weapon (unarmed),1119848,North Precinct,28.678630137,,457536132,168946,White,Male,Yes,52.533424658,457536132168946,Active,,,,,,,,Dispatched,,Yes,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,1200-1759,Traffic Stop,TRAFFIC STOP,,,March,,No weapon (unarmed),371581,East Precinct,7.180013318,,478526482,591096,White,Female,No,25.056725647,591096478526482,Active,,,,,,,,Self-Initiated,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control against Resistance,,,,,,,,1800-2359,Shots Fired,SHOTS FIRED,,,December,,,427191,East Precinct,2.692513318,,272540110,511882,Black,Male,No,28.481554414,272540110511882,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,1800-2359,Subject Stop,PERSON CONTACT (86),,,May,,No weapon (unarmed),552100,North Precinct,14,,683547464,4018137,Hispanic,Male,No,19,6.83547e+15,Active,,,,,,,,Self-Initiated,,,,2020
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,1800-2359,Suspicious,SUSPICIOUS - PRIORITY,,,July,,No weapon (unarmed),801721,East Precinct,6.018835616,,69528038,3685997,White,Male,No,37.229794521,695280383685997,Active,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,1800-2359,Threat,THREAT - PRIORITY,,,March,,No weapon (unarmed),392581,North Precinct,7.199923896,,454526572,3870916,Black,Male,No,36.449238965,3870916454526572,Active,,,,,,,,Dispatched,Yes,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,January,,No weapon (unarmed),366981,Central Precinct,10.651917808,,955525977,3888656,Black,Female,No,27.276575342,3888656955525977,Active,,,,,,,,Dispatched,,Yes,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,September,,No weapon (unarmed),918631,North Precinct,7.467931887,,62529018,587513,Black,Male,Yes,30.670671613,62529018587513,Aggressive,,,,,,,,Dispatched,Yes,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,-,Behavioral Health,ECIT,,Yes,April,,No weapon (unarmed),391181,Other (please specify),0.887743531,,275526900,3790378,White,Female,Yes,42.958976408,2755269003790378,Active,,,,,,,,Dispatched,,Yes,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,-,Collision,ACCIDENT - HIT AND RUN - COLD,,No,November,,No weapon (unarmed),847031,North Precinct,1.983394216,,979519407,3712798,White,Female,No,30.350517504,3712798979519407,Active,,,,,,,,Dispatched,Yes,,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,-,Theft,THEFT - SUBJECT IN CUSTODY,,,October,,No weapon (unarmed),351581,North Precinct,7.544615677,,887519076,1504736,Black,Female,No,17.437766362,1504736887519076,Active,,,,,,,,Dispatched,,,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,-,Traffic Stop,TRAFFIC STOP,,,April,,No weapon (unarmed),924741,North Precinct,5.528862253,,933526817,453427,White,Male,No,34.578177321,933526817453427,Active,,,,,,,,Self-Initiated,Yes,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,-,Traffic Stop,TRAFFIC STOP,,,April,,No weapon (unarmed),1112750,North Precinct,8.635721081,,933526817,453427,White,Male,No,34.578186834,933526817453427,Active,,,,,,,,Self-Initiated,Yes,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,-,Traffic Stop,TRAFFIC STOP,,,April,,No weapon (unarmed),552100,North Precinct,12.202844368,,933526817,453427,White,Male,No,34.578186834,933526817453427,Active,,,,,,,,Self-Initiated,Yes,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,-,Traffic Stop,TRAFFIC STOP,,,April,,No weapon (unarmed),561699,Traffic,12.471301370,,933526817,453427,White,Male,No,34.578150685,933526817453427,Active,,,,,,,,Self-Initiated,Yes,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,,,,,,,,-,TriMet,TRIMET INCIDENT - COLD,,,October,,No weapon (unarmed),571001,Central Precinct,2.155201674,,773519155,3534292,Hispanic,Female,Yes,21.993557839,3534292773519155,Active,,,,,,,,Dispatched,,Yes,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Control Against Resistance,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,April,,No weapon (unarmed),968339,North Precinct,18.225791476,,33526988,440863,White,Male,Yes,37.455928463,33526988440863,Active,Active,,,,,,,Dispatched,Yes,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1200-1759,Assault,ASSAULT - PRIORITY,,,April,,No weapon (unarmed),389079,East Precinct,19.607220320,,253527080,535206,Black,Male,No,33.344206621,253527080535206,Aggressive,Aggressive,,,,,,,Dispatched,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,August,,No weapon (unarmed),927141,East Precinct,1.734113394,,453528402,222902,White,Female,No,33.953291476,453528402222902,Active,Active,,,,,,,Dispatched,Yes,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Hobble,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,August,,No weapon (unarmed),171161,East Precinct,1.542332572,,453528402,222902,White,Female,No,33.953291476,453528402222902,Active,Active,,,,,,,Dispatched,Yes,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Hobble,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,August,,No weapon (unarmed),1035151,East Precinct,1.542332572,,453528402,222902,White,Female,No,33.953291476,453528402222902,Active,Active,,,,,,,Dispatched,Yes,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Resisted HC,,,,,,,0600-1159,Threat,THREAT - PRIORITY,,,August,,No weapon (unarmed),577901,Central Precinct,3.439377854,,684528304,442342,White,Male,Yes,47.354446347,684528304442342,Active,Active,,,,,,,Dispatched,Yes,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Resisted HC,,,,,,,0600-1159,Threat,THREAT - PRIORITY,,,August,,No weapon (unarmed),884731,Central Precinct,5.932528539,,684528304,442342,White,Male,Yes,47.354446347,684528304442342,Active,Active,,,,,,,Dispatched,Yes,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Resisted HC,,,,,,,1200-1759,Harassment,HARASSMENT,,,February,,No weapon (unarmed),1096148,North Precinct,25.820802892,,101526158,232942,Black,Male,No,61.116693303,232942101526158,Aggressive,Active,,,,,,,Dispatched,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Takedown,Control Against Resistance,,,,,,-,DUII,DRIVING UNDER INFLUENCE,,Unclear,December,,No weapon (unarmed),1020040,Central Precinct,12.377212709,,777519745,204049,White,Male,Yes,61.473103120,204049777519745,Active,Active,Active,,,,,,Dispatched,Yes,,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Takedown,Resisted HC,,,,,,-,DUII,DRIVING UNDER INFLUENCE,,Unclear,December,,No weapon (unarmed),795518,Central Precinct,28.947089041,,777519745,204049,White,Male,Yes,61.473116438,204049777519745,Active,Active,Active,,,,,,Dispatched,Yes,,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Takedown (IV),Control Against Resistance,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,,,September,,No weapon (unarmed),626408,Traffic,21.026898782,,62529018,587513,Black,Male,Yes,30.670734399,62529018587513,Active,Active,Aggressive,,,,,,Dispatched,Yes,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Takedown (IV),Resisted HC,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,October,,No weapon (unarmed),275971,East Precinct,1.363888889,,112529109,1069420,White,Female,Yes,21.136111111,1125291091069420,Active,Aggressive,Active,,,,,,Dispatched,,Yes,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Control Against Resistance,Takedown (IV),Resisted HC,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,October,,No weapon (unarmed),777121,East Precinct,2.038888889,,112529109,1069420,White,Female,Yes,21.136111111,1125291091069420,Active,Aggressive,Active,,,,,,Dispatched,,Yes,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,PFA,,,,,,,,0000-0559,Subject Stop,PERSON CONTACT (86),,,May,,,799521,TOD,10.024564307,,378537391,473340,Black,Male,No,25.224678463,378537391473340,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019
,IV,Arrest-Misdemeanor,Saturday,,,,PFA,,,,,,,,0000-0559,Subject Stop,PERSON CONTACT (86),,,May,,,552100,TOD,13.334267504,,378537391,473340,Black,Male,No,25.224678463,378537391473340,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019
,IV,Arrest-Misdemeanor,Saturday,,,,PFA,,,,,,,,1200-1759,Other,FLAGDOWN,,,April,,,554201,Central Precinct,1.905616438,,795536955,618012,Black,Male,No,20.837123288,795536955618012,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2019
,IV,Arrest-Misdemeanor,Saturday,,,,PFA,,,,,,,,1200-1759,Other,FLAGDOWN,,,April,,,711211,Central Precinct,1.905616438,,795536955,618012,Black,Male,No,20.837123288,795536955618012,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2019
,IV,Arrest-Misdemeanor,Saturday,,,,PFA,,,,,,,,1200-1759,Other,FLAGDOWN,,,April,,,741820,Central Precinct,13.470114155,,795536955,618012,Black,Male,No,20.837123288,795536955618012,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2019
,IV,Arrest-Misdemeanor,Saturday,,,,PFA,,,,,,,,1200-1759,Threat,THREAT - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,January,,,981341,Central Precinct,1,,344545721,160592,White,Male,No,59,3.44546e+14,Aggressive,,,,,,,,Dispatched,Yes,,,2020
,IV,Arrest-Misdemeanor,Saturday,,,,PFA,,,,,,,,1200-1759,Threat,THREAT - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,January,,,843231,Central Precinct,2,,344545721,160592,White,Male,No,59,3.44546e+14,Aggressive,,,,,,,,Dispatched,Yes,,,2020
,IV,Arrest-Misdemeanor,Saturday,,,,PFA,,,,,,,,1800-2359,Disturbance,DISTURBANCE - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,October,,,949741,North Precinct,6.083333333,,33529368,3704110,Black,Male,No,31.425,335293683704110,Aggressive,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,PFA,,,,,,,,-,Assault,STABBING - WITH WEAPON *H,,No,January,,,860631,North Precinct,8.597290715,,623525814,223557,Black,Female,No,51.471263318,223557623525814,Active,,,,,,,,Dispatched,Yes,No,Weapon Present or reported but not used or threatened use,2018
,IV,Arrest-Misdemeanor,Saturday,,,,PFA,,,,,,,,-,Stolen Vehicle,VEHICLE STOLEN - COLD,,,November,,No weapon (unarmed),942039,East Precinct,19.299596651,,501519092,356847,White,Female,Yes,48.296856925,356847501519092,Passive,,,,,,,,Self-Initiated,,Yes,,2017
,IV,Arrest-Misdemeanor,Saturday,,,,PFA,,,,,,,,-,Threat,THREAT - WITH WEAPON *H,,,November,,,776021,East Precinct,2.134375951,,695519554,374353,Hispanic,Male,No,44.904238965,374353695519554,Passive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2017
,IV,Arrest-Misdemeanor,Saturday,,,,PFA,,,,,,,,-,Threat,THREAT - WITH WEAPON *H,,,November,,,776021,East Precinct,2.134408295,,695519554,557649,White,Female,Yes,27.320709665,557649695519554,Passive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2017
,IV,Arrest-Misdemeanor,Saturday,,,,PFA,,,,,,,,-,Threat,THREAT - WITH WEAPON *H,,,November,,,915731,North Precinct,5.164512938,,695519554,374353,Hispanic,Male,No,44.904238965,374353695519554,Passive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2017
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),774420,Central Precinct,10.497222222,,28529838,519643,Black,Male,No,29.633333333,28529838519643,Active,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),752920,Central Precinct,13.827777778,,28529838,519643,Black,Male,No,29.633333333,28529838519643,Active,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,0000-0559,Domestic Violence,DISTURBANCE - DOMESTIC - PRIORITY,,,April,,No weapon (unarmed),183961,Central Precinct,4.128843227,,796537035,298316,Black,Male,No,27.611035008,796537035298316,Active,,,,,,,,Dispatched,Yes,,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,0000-0559,Domestic Violence,DISTURBANCE - DOMESTIC - PRIORITY,,,April,,No weapon (unarmed),958741,Central Precinct,6.583637747,,796537035,298316,Black,Male,No,27.611035008,796537035298316,Active,,,,,,,,Dispatched,Yes,,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,,May,,No weapon (unarmed),1043450,North Precinct,9.748616819,,628527254,1392846,White,Male,Yes,35.362315449,6285272541392846,Active,,,,,,,,Dispatched,,Yes,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,,August,,No weapon (unarmed),132261,Central Precinct,2.786729452,,581538313,4060009,Black,Male,Unknown,26.499058219,5815383134060009,Active,,,,,,,,Dispatched,,Yes,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,Yes,August,,No weapon (unarmed),861531,Central Precinct,10.120976027,,581538313,4060009,Black,Male,Unknown,26.499058219,5815383134060009,Active,,,,,,,,Dispatched,,Yes,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,0600-1159,Assault,ASSAULT - PRIORITY,,,March,,No weapon (unarmed),233170,North Precinct,11.609199011,,461526392,317005,White,Female,No,33.935226408,317005461526392,Active,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,0600-1159,Assault,ASSAULT - PRIORITY,,,March,,No weapon (unarmed),990840,North Precinct,14.159882040,,461526392,317005,White,Female,No,33.935224505,317005461526392,Active,,,,,,,,Dispatched,,,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,0600-1159,Other,FLAGDOWN,,,January,,No weapon (unarmed),276171,East Precinct,1.771036910,,255535730,170496,White,Male,No,52.428571157,255535730170496,Active,,,,,,,,Dispatched,Yes,Yes,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,February,,No weapon (unarmed),571001,Central Precinct,3.439311263,,636536054,510957,Hispanic,Female,Yes,27.507804414,636536054510957,Active,,,,,,,,Self-Initiated,,Yes,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,February,,No weapon (unarmed),940541,Central Precinct,9.499471081,,636536054,510957,Hispanic,Female,Yes,27.507690259,636536054510957,Active,,,,,,,,Dispatched,,Yes,,2019
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,May,,No weapon (unarmed),353581,North Precinct,7.351369863,,628527254,1392846,White,Male,Yes,35.362328767,6285272541392846,Active,,,,,,,,Dispatched,,Yes,,2018
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,March,,No weapon (unarmed),340482,Central Precinct,0,,688546624,3766627,Native American,Female,No,27,6.88547e+15,Active,,,,,,,,Dispatched,Yes,,,2020
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,March,,No weapon (unarmed),843231,Central Precinct,2,,688546624,3766627,Native American,Female,No,27,6.88547e+15,Active,,,,,,,,Dispatched,Yes,,,2020
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,March,,No weapon (unarmed),753121,Central Precinct,3,,688546624,3766627,Native American,Female,No,27,6.88547e+15,Active,,,,,,,,Dispatched,Yes,,,2020
,IV,Arrest-Misdemeanor,Saturday,,,,Resisted HC,,,,,,,,1200-1759,Harassment,HARASSMENT,,,February,,No weapon (unarmed),744120,North Precinct,11.913955479,,101526158,232942,Black,Male,No,61.116695205,232942101526158,Active,,,,,,,,Dispatched,,,,2018
